mass_kg,chord_m,span_m,wing_area_m2,Vstall_m_s
0.1,0.02325,1.4500000000000002,0.033712500000000006,6.109983226482001
0.1,0.02325,1.475,0.034293750000000005,6.057982423576997
0.1,0.02325,1.5,0.034875,6.007287118738516
0.1,0.026500000000000003,0.5,0.013250000000000001,9.74602584173455
0.1,0.026500000000000003,0.525,0.013912500000000001,9.511147329907038
0.1,0.026500000000000003,0.55,0.014575000000000003,9.292471033914678
0.1,0.026500000000000003,0.575,0.015237500000000001,9.08821595865182
0.1,0.026500000000000003,0.6,0.0159,8.89686366591048
0.1,0.026500000000000003,0.625,0.0165625,8.717110517035225
0.1,0.026500000000000003,0.65,0.017225,8.547830120866829
0.1,0.026500000000000003,0.675,0.017887500000000004,8.388043505943342
0.1,0.026500000000000003,0.7,0.01855,8.23689520683603
0.1,0.026500000000000003,0.725,0.0192125,8.093633926937958
0.1,0.026500000000000003,0.75,0.019875000000000004,7.957596777409523
0.1,0.026500000000000003,0.775,0.020537500000000004,7.828196336064438
0.1,0.026500000000000003,0.8,0.021200000000000004,7.7049099486852235
0.1,0.026500000000000003,0.825,0.0218625,7.587270827561267
0.1,0.026500000000000003,0.8500000000000001,0.022525000000000003,7.474860601012124
0.1,0.026500000000000003,0.875,0.023187500000000003,7.36730304241102
0.1,0.026500000000000003,0.9,0.023850000000000003,7.264258764196021
0.1,0.026500000000000003,0.925,0.024512500000000003,7.165420706147352
0.1,0.026500000000000003,0.95,0.025175000000000003,7.070510281136852
0.1,0.026500000000000003,0.9750000000000001,0.025837500000000006,6.979274068038795
0.1,0.026500000000000003,1.0,0.026500000000000003,6.8914809623098305
0.1,0.026500000000000003,1.025,0.0271625,6.8069197112206155
0.1,0.026500000000000003,1.05,0.027825000000000003,6.725396773841592
0.1,0.026500000000000003,1.0750000000000002,0.02848750000000001,6.64673445639592
0.1,0.026500000000000003,1.1,0.029150000000000006,6.5707692820606365
0.1,0.026500000000000003,1.125,0.029812500000000002,6.4973505611563676
0.1,0.026500000000000003,1.15,0.030475000000000002,6.426339133250502
0.1,0.026500000000000003,1.175,0.031137500000000005,6.357606257267752
0.1,0.026500000000000003,1.2000000000000002,0.03180000000000001,6.291032629457506
0.1,0.026500000000000003,1.225,0.032462500000000005,6.226507512168018
0.1,0.026500000000000003,1.25,0.033125,6.163927958948179
0.1,0.026500000000000003,1.275,0.0337875,6.1031981236377675
0.1,0.026500000000000003,1.3,0.03445,6.04422864289556
0.1,0.026500000000000003,1.3250000000000002,0.03511250000000001,5.986936083115033
0.1,0.026500000000000003,1.35,0.03577500000000001,5.931242443940319
0.1,0.026500000000000003,1.375,0.036437500000000005,5.87707471166203
0.1,0.026500000000000003,1.4,0.0371,5.824364456676726
0.1,0.026500000000000003,1.425,0.037762500000000004,5.773047469962575
0.1,0.026500000000000003,1.4500000000000002,0.03842500000000001,5.723063434179336
0.1,0.026500000000000003,1.475,0.039087500000000004,5.674355625561513
0.1,0.026500000000000003,1.5,0.03975000000000001,5.626870643254492
0.1,0.029750000000000002,0.5,0.014875000000000001,9.198288153225432
0.1,0.029750000000000002,0.525,0.015618750000000002,8.976610079734328
0.1,0.029750000000000002,0.55,0.016362500000000002,8.770223639201378
0.1,0.029750000000000002,0.575,0.01710625,8.577447930462633
0.1,0.029750000000000002,0.6,0.01785,8.396849853256843
0.1,0.029750000000000002,0.625,0.018593750000000003,8.227199034897227
0.1,0.029750000000000002,0.65,0.0193375,8.067432388683208
0.1,0.029750000000000002,0.675,0.020081250000000002,7.916625962457572
0.1,0.029750000000000002,0.7,0.020825,7.773972368917383
0.1,0.029750000000000002,0.725,0.02156875,7.638762535175777
0.1,0.029750000000000002,0.75,0.022312500000000002,7.5103708274965735
0.1,0.029750000000000002,0.775,0.023056250000000004,7.388242837485537
0.1,0.029750000000000002,0.8,0.0238,7.2718852846840605
0.1,0.029750000000000002,0.825,0.02454375,7.160857615379444
0.1,0.029750000000000002,0.8500000000000001,0.025287500000000004,7.0547649708534435
0.1,0.029750000000000002,0.875,0.026031250000000002,6.953252268841737
0.1,0.029750000000000002,0.9,0.026775000000000004,6.85599919574769
0.1,0.029750000000000002,0.925,0.027518750000000005,6.762715948483585
0.1,0.029750000000000002,0.95,0.0282625,6.673139596833331
0.1,0.029750000000000002,0.9750000000000001,0.029006250000000004,6.587030962225438
0.1,0.029750000000000002,1.0,0.029750000000000002,6.504171928453588
0.1,0.029750000000000002,1.025,0.03049375,6.424363115431046
0.1,0.029750000000000002,1.05,0.031237500000000005,6.347421859447659
0.1,0.029750000000000002,1.0750000000000002,0.03198125000000001,6.2731804533180595
0.1,0.029750000000000002,1.1,0.032725000000000004,6.201484607801855
0.1,0.029750000000000002,1.125,0.033468750000000005,6.132192102150288
0.1,0.029750000000000002,1.15,0.0342125,6.065171596904645
0.1,0.029750000000000002,1.175,0.03495625,6.000301586383852
0.1,0.029750000000000002,1.2000000000000002,0.03570000000000001,5.937469471843179
0.1,0.029750000000000002,1.225,0.036443750000000004,5.876570739212306
0.1,0.029750000000000002,1.25,0.037187500000000005,5.817508227747249
0.1,0.029750000000000002,1.275,0.03793125,5.760191477950525
0.1,0.029750000000000002,1.3,0.038675,5.704536148801885
0.1,0.029750000000000002,1.3250000000000002,0.03941875000000001,5.650463495757966
0.1,0.029750000000000002,1.35,0.040162500000000004,5.5978999021712275
0.1,0.029750000000000002,1.375,0.040906250000000005,5.546776457785429
0.1,0.029750000000000002,1.4,0.04165,5.497028578818331
0.1,0.029750000000000002,1.425,0.04239375000000001,5.448595664867839
0.1,0.029750000000000002,1.4500000000000002,0.04313750000000001,5.401420788496535
0.1,0.029750000000000002,1.475,0.043881250000000004,5.355450413878776
0.1,0.029750000000000002,1.5,0.044625000000000005,5.310634141348449
0.1,0.033,0.5,0.0165,8.733604591419281
0.1,0.033,0.525,0.017325,8.52312535786972
0.1,0.033,0.55,0.018150000000000003,8.32716524718182
0.1,0.033,0.575,0.018975,8.14412827476816
0.1,0.033,0.6,0.0198,7.9726537384183835
0.1,0.033,0.625,0.020625,7.811573422007116
0.1,0.033,0.65,0.02145,7.6598779443609715
0.1,0.033,0.675,0.022275000000000003,7.51669002998389
0.1,0.033,0.7,0.0231,7.381243079554514
0.1,0.033,0.725,0.023925000000000002,7.252863841472408
0.1,0.033,0.75,0.02475,7.130958288068533
0.1,0.033,0.775,0.025575,7.0150000188195785
0.1,0.033,0.8,0.026400000000000003,6.904520673047294
0.1,0.033,0.825,0.027225,6.79910195314414
0.1,0.033,0.8500000000000001,0.028050000000000005,6.698368948055232
0.1,0.033,0.875,0.028875,6.601984513733512
0.1,0.033,0.9,0.0297,6.509644518339263
0.1,0.033,0.925,0.030525000000000004,6.421073799197071
0.1,0.033,0.95,0.03135,6.336022708926441
0.1,0.033,0.9750000000000001,0.032175,6.25426415189443
0.1,0.033,1.0,0.033,6.17559103079454
0.1,0.033,1.025,0.033825,6.099814037919515
0.1,0.033,1.05,0.03465,6.026759737452699
0.1,0.033,1.0750000000000002,0.035475000000000007,5.956268894521287
0.1,0.033,1.1,0.036300000000000006,5.888195014343219
0.1,0.033,1.125,0.037125000000000005,5.822403060946187
0.1,0.033,1.15,0.03795,5.758768329941664
0.1,0.033,1.175,0.038775000000000004,5.697175453931235
0.1,0.033,1.2000000000000002,0.03960000000000001,5.637517522487918
0.1,0.033,1.225,0.040425,5.579695301433654
0.1,0.033,1.25,0.04125,5.523616538437836
0.1,0.033,1.275,0.042075,5.469195343879546
0.1,0.033,1.3,0.0429,5.416351637518915
0.1,0.033,1.3250000000000002,0.04372500000000001,5.365010652867439
0.1,0.033,1.35,0.044550000000000006,5.315102492278922
0.1,0.033,1.375,0.045375,5.266561726738715
0.1,0.033,1.4,0.0462,5.219327035139272
0.1,0.033,1.425,0.047025000000000004,5.173340878518868
0.1,0.033,1.4500000000000002,0.04785000000000001,5.128549205327852
0.1,0.033,1.475,0.048675,5.08490118428927
0.1,0.033,1.5,0.0495,5.0423489618516735
0.1,0.036250000000000004,0.5,0.018125000000000002,8.332906140829742
0.1,0.036250000000000004,0.525,0.019031250000000003,8.132083710709024
0.1,0.036250000000000004,0.55,0.019937500000000004,7.945114264976022
0.1,0.036250000000000004,0.575,0.02084375,7.770475042938972
0.1,0.036250000000000004,0.6,0.021750000000000002,7.606867771509617
0.1,0.036250000000000004,0.625,0.022656250000000003,7.453177832408295
0.1,0.036250000000000004,0.65,0.023562500000000004,7.308442154947514
0.1,0.036250000000000004,0.675,0.024468750000000004,7.171823713098468
0.1,0.036250000000000004,0.7,0.025375,7.04259107917564
0.1,0.036250000000000004,0.725,0.026281250000000003,6.920101890413823
0.1,0.036250000000000004,0.75,0.027187500000000003,6.803789373179137
0.1,0.036250000000000004,0.775,0.028093750000000004,6.693151278244777
0.1,0.036250000000000004,0.8,0.029000000000000005,6.587740733356449
0.1,0.036250000000000004,0.825,0.029906250000000002,6.487158632433025
0.1,0.036250000000000004,0.8500000000000001,0.030812500000000007,6.391047265367668
0.1,0.036250000000000004,0.875,0.031718750000000004,6.299084956308133
0.1,0.036250000000000004,0.9,0.03262500000000001,6.210981527006912
0.1,0.036250000000000004,0.925,0.033531250000000005,6.126474439273308
0.1,0.036250000000000004,0.95,0.0344375,6.04532549956785
0.1,0.036250000000000004,0.9750000000000001,0.03534375000000001,5.967318031422707
0.1,0.036250000000000004,1.0,0.036250000000000004,5.892254439171735
0.1,0.036250000000000004,1.025,0.03715625,5.819954100559851
0.1,0.036250000000000004,1.05,0.038062500000000006,5.750251537019014
0.1,0.036250000000000004,1.0750000000000002,0.03896875000000001,5.682994819384631
0.1,0.036250000000000004,1.1,0.03987500000000001,5.618044174066517
0.1,0.036250000000000004,1.125,0.040781250000000005,5.555270760553161
0.1,0.036250000000000004,1.15,0.0416875,5.494555595902976
0.1,0.036250000000000004,1.175,0.04259375000000001,5.43578860578266
0.1,0.036250000000000004,1.2000000000000002,0.04350000000000001,5.378867784823851
0.1,0.036250000000000004,1.225,0.04440625000000001,5.323698451720211
0.1,0.036250000000000004,1.25,0.045312500000000006,5.27019258668516
0.1,0.036250000000000004,1.275,0.04621875,5.218268240720194
0.1,0.036250000000000004,1.3,0.04712500000000001,5.167849007673012
0.1,0.036250000000000004,1.3250000000000002,0.04803125000000001,5.1188635513473555
0.1,0.036250000000000004,1.35,0.04893750000000001,5.071245181006411
0.1,0.036250000000000004,1.375,0.049843750000000006,5.024931469523757
0.1,0.036250000000000004,1.4,0.05075,4.979863909208981
0.1,0.036250000000000004,1.425,0.05165625000000001,4.9359876009923465
0.1,0.036250000000000004,1.4500000000000002,0.05256250000000001,4.893250973213461
0.1,0.036250000000000004,1.475,0.05346875000000001,4.8516055267382665
0.1,0.036250000000000004,1.5,0.05437500000000001,4.811005603539937
0.1,0.03950000000000001,0.5,0.019750000000000004,7.982739325927588
0.1,0.03950000000000001,0.525,0.020737500000000006,7.790355890501857
0.1,0.03950000000000001,0.55,0.021725000000000005,7.611243306971532
0.1,0.03950000000000001,0.575,0.022712500000000004,7.443942804356516
0.1,0.03950000000000001,0.6,0.023700000000000002,7.28721066582354
0.1,0.03950000000000001,0.625,0.024687500000000005,7.139979111773974
0.1,0.03950000000000001,0.65,0.025675000000000007,7.001325541842379
0.1,0.03950000000000001,0.675,0.026662500000000006,6.870448103651682
0.1,0.03950000000000001,0.7,0.027650000000000004,6.746646105696351
0.1,0.03950000000000001,0.725,0.028637500000000003,6.629304178689773
0.1,0.03950000000000001,0.75,0.029625000000000005,6.517879366057176
0.1,0.03950000000000001,0.775,0.030612500000000008,6.411890524175143
0.1,0.03950000000000001,0.8,0.03160000000000001,6.3109095593320985
0.1,0.03950000000000001,0.825,0.032587500000000005,6.214554136751295
0.1,0.03950000000000001,0.8500000000000001,0.03357500000000001,6.122481578081517
0.1,0.03950000000000001,0.875,0.03456250000000001,6.034383724988508
0.1,0.03950000000000001,0.9,0.035550000000000005,5.949982593144978
0.1,0.03950000000000001,0.925,0.03653750000000001,5.8690266767852295
0.1,0.03950000000000001,0.95,0.037525,5.791287791779669
0.1,0.03950000000000001,0.9750000000000001,0.03851250000000001,5.716558366876262
0.1,0.03950000000000001,1.0,0.03950000000000001,5.644649109807927
0.1,0.03950000000000001,1.025,0.0404875,5.575386988459049
0.1,0.03950000000000001,1.05,0.04147500000000001,5.508613478030428
0.1,0.03950000000000001,1.0750000000000002,0.042462500000000014,5.444183033750957
0.1,0.03950000000000001,1.1,0.04345000000000001,5.381961755620293
0.1,0.03950000000000001,1.125,0.044437500000000005,5.321826217285058
0.1,0.03950000000000001,1.15,0.04542500000000001,5.263662435725299
0.1,0.03950000000000001,1.175,0.04641250000000001,5.207364962170277
0.1,0.03950000000000001,1.2000000000000002,0.04740000000000002,5.152836077738761
0.1,0.03950000000000001,1.225,0.048387500000000014,5.099985079838552
0.1,0.03950000000000001,1.25,0.04937500000000001,5.04872764746568
0.1,0.03950000000000001,1.275,0.050362500000000004,4.998985275296548
0.1,0.03950000000000001,1.3,0.051350000000000014,4.9506847679313255
0.1,0.03950000000000001,1.3250000000000002,0.052337500000000016,4.903757786875664
0.1,0.03950000000000001,1.35,0.05332500000000001,4.85814044388236
0.1,0.03950000000000001,1.375,0.054312500000000014,4.813772935148434
0.1,0.03950000000000001,1.4,0.05530000000000001,4.770599211603703
0.1,0.03950000000000001,1.425,0.05628750000000001,4.72856668115658
0.1,0.03950000000000001,1.4500000000000002,0.05727500000000002,4.687625939299854
0.1,0.03950000000000001,1.475,0.058262500000000016,4.647730524938418
0.1,0.03950000000000001,1.5,0.05925000000000001,4.608836698694905
0.1,0.04275,0.5,0.021375,7.673304559300354
0.1,0.04275,0.525,0.022443750000000002,7.488378479177529
0.1,0.04275,0.55,0.023512500000000002,7.316208833180525
0.1,0.04275,0.575,0.02458125,7.155393396639902
0.1,0.04275,0.6,0.025650000000000003,7.004736662893404
0.1,0.04275,0.625,0.026718750000000003,6.863212242661864
0.1,0.04275,0.65,0.027787500000000003,6.729933298319565
0.1,0.04275,0.675,0.028856250000000003,6.60412905967727
0.1,0.04275,0.7,0.029925,6.48512599612042
0.1,0.04275,0.725,0.03099375,6.372332591909887
0.1,0.04275,0.75,0.0320625,6.265226937085871
0.1,0.04275,0.775,0.03313125,6.163346538585715
0.1,0.04275,0.8,0.0342,6.066279896885921
0.1,0.04275,0.825,0.03526875,5.9736594976451265
0.1,0.04275,0.8500000000000001,0.03633750000000001,5.8851559457462725
0.1,0.04275,0.875,0.03740625,5.800473027990519
0.1,0.04275,0.9,0.038475,5.719343535551553
0.1,0.04275,0.925,0.03954375,5.641525711776702
0.1,0.04275,0.95,0.0406125,5.566800217633277
0.1,0.04275,0.9750000000000001,0.04168125000000001,5.494967527949579
0.1,0.04275,1.0,0.04275,5.425845687990933
0.1,0.04275,1.025,0.04381875,5.3592683728822
0.1,0.04275,1.05,0.044887500000000004,5.295083202717836
0.1,0.04275,1.0750000000000002,0.04595625000000001,5.233150274475817
0.1,0.04275,1.1,0.047025000000000004,5.173340878518868
0.1,0.04275,1.125,0.048093750000000005,5.115536372866903
0.1,0.04275,1.15,0.0491625,5.059627192821519
0.1,0.04275,1.175,0.050231250000000005,5.005511977120593
0.1,0.04275,1.2000000000000002,0.05130000000000001,4.953096794757952
0.1,0.04275,1.225,0.052368750000000006,4.902294459044188
0.1,0.04275,1.25,0.053437500000000006,4.853023917508737
0.1,0.04275,1.275,0.05450625,4.80520970792831
0.1,0.04275,1.3,0.055575000000000006,4.758781472174913
0.1,0.04275,1.3250000000000002,0.056643750000000014,4.713673520757901
0.1,0.04275,1.35,0.05771250000000001,4.6698244419289345
0.1,0.04275,1.375,0.05878125000000001,4.627176750058667
0.1,0.04275,1.4,0.05985,4.585676568705913
0.1,0.04275,1.425,0.06091875000000001,4.545273344405291
0.1,0.04275,1.4500000000000002,0.061987500000000015,4.505919587715529
0.1,0.04275,1.475,0.06305625000000001,4.467570638512029
0.1,0.04275,1.5,0.064125,4.430184452886043
0.1,0.046,0.5,0.023,7.3972718564751645
0.1,0.046,0.525,0.02415,7.218998144354245
0.1,0.046,0.55,0.025300000000000003,7.053021977628359
0.1,0.046,0.575,0.026449999999999998,6.897991574023844
0.1,0.046,0.6,0.0276,6.752754432982609
0.1,0.046,0.625,0.028749999999999998,6.616321087649815
0.1,0.046,0.65,0.0299,6.487836602715739
0.1,0.046,0.675,0.03105,6.3665579349993635
0.1,0.046,0.7,0.0322,6.251835782883498
0.1,0.046,0.725,0.03335,6.14309990929546
0.1,0.046,0.75,0.0345,6.039847179004864
0.1,0.046,0.775,0.03565,5.941631736267324
0.1,0.046,0.8,0.0368,5.848056884480922
0.1,0.046,0.825,0.03795,5.758768329941664
0.1,0.046,0.8500000000000001,0.0391,5.673448526902442
0.1,0.046,0.875,0.04025,5.591811917877247
0.1,0.046,0.9,0.0414,5.513600906374846
0.1,0.046,0.925,0.042550000000000004,5.438582432483548
0.1,0.046,0.95,0.043699999999999996,5.366545047479927
0.1,0.046,0.9750000000000001,0.04485,5.297296403735154
0.1,0.046,1.0,0.046,5.230661091993991
0.1,0.046,1.025,0.04715,5.166478770605926
0.1,0.046,1.05,0.0483,5.104602541245989
0.1,0.046,1.0750000000000002,0.04945000000000001,5.044897533640302
0.1,0.046,1.1,0.050600000000000006,4.987239668238767
0.1,0.046,1.125,0.05175,4.931514570983444
0.1,0.046,1.15,0.052899999999999996,4.877616618559927
0.1,0.046,1.175,0.05405,4.8254480959869035
0.1,0.046,1.2000000000000002,0.055200000000000006,4.774918451249523
0.1,0.046,1.225,0.056350000000000004,4.725943634035581
0.1,0.046,1.25,0.057499999999999996,4.678445507584738
0.1,0.046,1.275,0.058649999999999994,4.632351324285288
0.1,0.046,1.3,0.0598,4.587593257010592
0.1,0.046,1.3250000000000002,0.060950000000000004,4.54410797932591
0.1,0.046,1.35,0.0621,4.501836288655072
0.1,0.046,1.375,0.06325,4.460722767306153
0.1,0.046,1.4,0.0644,4.42071547694163
0.1,0.046,1.425,0.06555,4.381765682661982
0.1,0.046,1.4500000000000002,0.06670000000000001,4.343827603369284
0.1,0.046,1.475,0.06785000000000001,4.306858185502947
0.1,0.046,1.5,0.069,4.270816897604779
0.1,0.04925,0.5,0.024625,7.149034256962255
0.1,0.04925,0.525,0.02585625,6.9767430528810275
0.1,0.04925,0.55,0.027087500000000004,6.8163367132486705
0.1,0.04925,0.575,0.02831875,6.666508818892022
0.1,0.04925,0.6,0.02955,6.526145544859019
0.1,0.04925,0.625,0.030781250000000003,6.39429062881692
0.1,0.04925,0.65,0.0320125,6.270117825369415
0.1,0.04925,0.675,0.03324375,6.152909026373584
0.1,0.04925,0.7,0.034475,6.042036719471569
0.1,0.04925,0.725,0.03570625,5.936949803602559
0.1,0.04925,0.75,0.0369375,5.837162027744868
0.1,0.04925,0.775,0.03816875,5.742242498178197
0.1,0.04925,0.8,0.039400000000000004,5.6518078306425465
0.1,0.04925,0.825,0.04063125,5.565515620819673
0.1,0.04925,0.8500000000000001,0.041862500000000004,5.483058979160525
0.1,0.04925,0.875,0.04309375,5.404161930915302
0.1,0.04925,0.9,0.044325,5.3285755240141
0.1,0.04925,0.925,0.045556250000000006,5.25607451956819
0.1,0.04925,0.95,0.0467875,5.18645456464899
0.1,0.04925,0.9750000000000001,0.048018750000000006,5.119529766428116
0.1,0.04925,1.0,0.04925,5.055130602032942
0.1,0.04925,1.025,0.05048125,4.993102110556995
0.1,0.04925,1.05,0.0517125,4.93330232328831
0.1,0.04925,1.0750000000000002,0.05294375000000001,4.87560089592876
0.1,0.04925,1.1,0.05417500000000001,4.819877912788958
0.1,0.04925,1.125,0.055406250000000004,4.766022837974837
0.1,0.04925,1.15,0.0566375,4.713933592678471
0.1,0.04925,1.175,0.057868750000000004,4.663515741037235
0.1,0.04925,1.2000000000000002,0.059100000000000014,4.614681769780188
0.1,0.04925,1.225,0.06033125000000001,4.567350449154944
0.1,0.04925,1.25,0.061562500000000006,4.521446264514037
0.1,0.04925,1.275,0.06279375,4.476898909509637
0.1,0.04925,1.3,0.064025,4.4336428331573625
0.1,0.04925,1.3250000000000002,0.06525625000000002,4.391616834130548
0.1,0.04925,1.35,0.0664875,4.350763696572679
0.1,0.04925,1.375,0.06771875000000001,4.311029862498366
0.1,0.04925,1.4,0.06895,4.272365136516468
0.1,0.04925,1.425,0.07018125,4.234722419172899
0.1,0.04925,1.4500000000000002,0.07141250000000002,4.19805746569151
0.1,0.04925,1.475,0.07264375,4.162328667302812
0.1,0.04925,1.5,0.073875,4.127496852703015
0.1,0.052500000000000005,0.5,0.026250000000000002,6.924219773486022
0.1,0.052500000000000005,0.525,0.027562500000000004,6.757346582056686
0.1,0.052500000000000005,0.55,0.028875000000000005,6.601984513733512
0.1,0.052500000000000005,0.575,0.0301875,6.456868232088373
0.1,0.052500000000000005,0.6,0.0315,6.3209189384360105
0.1,0.052500000000000005,0.625,0.0328125,6.193210441865177
0.1,0.052500000000000005,0.65,0.034125,6.072942479780218
0.1,0.052500000000000005,0.675,0.035437500000000004,5.959419526264768
0.1,0.052500000000000005,0.7,0.03675,5.852033802237037
0.1,0.052500000000000005,0.725,0.0380625,5.750251537019015
0.1,0.052500000000000005,0.75,0.03937500000000001,5.6536017706434905
0.1,0.052500000000000005,0.775,0.04068750000000001,5.561667159632855
0.1,0.052500000000000005,0.8,0.04200000000000001,5.47407637594775
0.1,0.052500000000000005,0.825,0.043312500000000004,5.390497782801208
0.1,0.052500000000000005,0.8500000000000001,0.04462500000000001,5.310634141348449
0.1,0.052500000000000005,0.875,0.045937500000000006,5.234218155371431
0.1,0.052500000000000005,0.9,0.04725000000000001,5.161008701554314
0.1,0.052500000000000005,0.925,0.04856250000000001,5.090787624057997
0.1,0.052500000000000005,0.95,0.049875,5.0233569962062345
0.1,0.052500000000000005,0.9750000000000001,0.05118750000000001,4.958536770911293
0.1,0.052500000000000005,1.0,0.052500000000000005,4.896162756257946
0.1,0.052500000000000005,1.025,0.0538125,4.836084864369404
0.1,0.052500000000000005,1.05,0.05512500000000001,4.778165591000022
0.1,0.052500000000000005,1.0750000000000002,0.056437500000000015,4.722278690766991
0.1,0.052500000000000005,1.1,0.05775000000000001,4.668308018949538
0.1,0.052500000000000005,1.125,0.059062500000000004,4.6161465156573485
0.1,0.052500000000000005,1.15,0.060375,4.565695312137683
0.1,0.052500000000000005,1.175,0.061687500000000006,4.5168629422366795
0.1,0.052500000000000005,1.2000000000000002,0.06300000000000001,4.469564644698576
0.1,0.052500000000000005,1.225,0.06431250000000001,4.423721744189412
0.1,0.052500000000000005,1.25,0.065625,4.379261100758201
0.1,0.052500000000000005,1.275,0.0669375,4.336114618969059
0.1,0.052500000000000005,1.3,0.06825,4.29421880920844
0.1,0.052500000000000005,1.3250000000000002,0.06956250000000001,4.253514394737551
0.1,0.052500000000000005,1.35,0.07087500000000001,4.21394595895734
0.1,0.052500000000000005,1.375,0.0721875,4.175461628111417
0.1,0.052500000000000005,1.4,0.0735,4.138012785294705
0.1,0.052500000000000005,1.425,0.0748125,4.101553812181762
0.1,0.052500000000000005,1.4500000000000002,0.07612500000000001,4.066041855354512
0.1,0.052500000000000005,1.475,0.0774375,4.031436614507472
0.1,0.052500000000000005,1.5,0.07875000000000001,3.9977001501502847
